Fecha,Hora,Aerolínea y vuelo,Origen,Destino,Estado,T. max. (°C) (Hora),T. min. (°C) (Hora),T. media (°C),Racha (km/h) (Hora),V. max. (km/h) (Hora),Pr. 00 - 24h (mm),Pr. 00 - 06h (mm),Pr. 06 - 12h (mm),Pr. 12 - 18h (mm),Pr. 18 - 24h (mm)
05/11/2025,15:00,Qatar Airways - QR6551,Aeropuerto de Melilla (MLN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,08:45,Iberia Airlines - IB807,Václav Havel Airport Prague (PRG),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,07:00,Vueling Airlines - VY5232,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,07:00,Iberia Airlines - IB604,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,07:00,Japan Airlines - JL6944,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,07:00,American Airlines - AA8516,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,07:00,LATAM Airlines Group - LA5444,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,07:00,Japan Airlines - JL6944,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
04/11/2025,21:00,Brussels Airlines - SN3731,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,20.1(16:00),3.7(05:40),11.9,21(11:40),13(22:10),0.0,0.0,0.0,0.0,0.0
04/11/2025,19:45,Iberia Airlines - IB602,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.1(16:00),3.7(05:40),11.9,21(11:40),13(22:10),0.0,0.0,0.0,0.0,0.0
04/11/2025,07:25,American Airlines - AA8577,Aeropuerto Paris-Orly (ORY),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.1(16:00),3.7(05:40),11.9,21(11:40),13(22:10),0.0,0.0,0.0,0.0,0.0
04/11/2025,07:25,LATAM Airlines Group - LA5417,Aeropuerto Paris-Orly (ORY),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.1(16:00),3.7(05:40),11.9,21(11:40),13(22:10),0.0,0.0,0.0,0.0,0.0
04/11/2025,07:25,Iberia Airlines - IB584,Aeropuerto Paris-Orly (ORY),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.1(16:00),3.7(05:40),11.9,21(11:40),13(22:10),0.0,0.0,0.0,0.0,0.0
04/11/2025,07:25,Vueling Airlines - VY5135,Aeropuerto Paris-Orly (ORY),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.1(16:00),3.7(05:40),11.9,21(11:40),13(22:10),0.0,0.0,0.0,0.0,0.0
04/11/2025,07:25,Qatar Airways - QR6588,Aeropuerto Paris-Orly (ORY),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.1(16:00),3.7(05:40),11.9,21(11:40),13(22:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,19:45,United Airlines - UA51,Newark Liberty International Airport (EWR),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,19:45,Brussels Airlines - SN9027,Newark Liberty International Airport (EWR),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,19:45,United Airlines - UA51,Newark Liberty International Airport (EWR),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,19:45,Air Canada - AC3728,Newark Liberty International Airport (EWR),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,19:45,Lufthansa - LH7970,Newark Liberty International Airport (EWR),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,15:05,LATAM Airlines Group - LA1557,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,15:05,Cathay Pacific - CX1914,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,15:05,Iberia Airlines - IB414,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,15:05,Qatar Airways - QR6557,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,15:05,Royal Air Maroc - AT5336,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
03/11/2025,15:05,Vueling Airlines - VY5062,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,20.0(16:30),3.8(06:30),11.9,24(13:40),14(05:10),0.0,0.0,0.0,0.0,0.0
02/11/2025,14:15,Qatar Airways - QR5059,Carrasco International /General C L Berisso Airport (MVD),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,18.8(16:10),8.3(23:59),13.5,28(04:30),21(04:30),0.0,0.0,0.0,0.0,0.0
02/11/2025,14:15,British Airways - BA4212,Carrasco International /General C L Berisso Airport (MVD),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,18.8(16:10),8.3(23:59),13.5,28(04:30),21(04:30),0.0,0.0,0.0,0.0,0.0
09/11/2025,07:50,SAS Scandinavian Airlines - SK1819,Stockholm-Arlanda Airport (ARN),Aeropuerto de Gran Canaria (LPA),Cancelado,23.3(12:10),20.8(09:10),22.1,46(00:30),38(11:00),0.90.9,0.0,0.0,0.0,0.0
07/11/2025,11:45,SAS Scandinavian Airlines - SK2837,Copenhagen Kastrup Airport (CPH),Aeropuerto de Gran Canaria (LPA),Cancelado,25.3(11:40),19.1(05:00),22.2,50(14:50),40(16:10),0.1,0.1,0.0,0.0,0.0
