Fecha,Hora,Aerolínea y vuelo,Origen,Destino,Estado,T. max. (°C) (Hora),T. min. (°C) (Hora),T. media (°C),Racha (km/h) (Hora),V. max. (km/h) (Hora),Pr. 00 - 24h (mm),Pr. 00 - 06h (mm),Pr. 06 - 12h (mm),Pr. 12 - 18h (mm),Pr. 18 - 24h (mm)
03/11/2025,06:40,Iberia Airlines - IB5195,Aeropuerto Paris-Orly (ORY),Josep Tarradellas Barcelona–El Prat Airport (BCN),Retrasado,20.5(14:10),12.0(06:10),16.3,37(09:30),24(07:30),0.0,0.0,0.0,0.0,0.0
03/11/2025,06:40,Vueling Airlines - VY8005,Aeropuerto Paris-Orly (ORY),Josep Tarradellas Barcelona–El Prat Airport (BCN),Retrasado,20.5(14:10),12.0(06:10),16.3,37(09:30),24(07:30),0.0,0.0,0.0,0.0,0.0
02/11/2025,12:35,Qatar Airways - QR3670,Fiumicino Airport (FCO),Josep Tarradellas Barcelona–El Prat Airport (BCN),Retrasado,24.6(13:50),14.3(23:50),19.5,39(11:50),24(11:50),0.0,0.0,0.0,0.0,0.0
02/11/2025,11:40,Qatar Airways - QR5538,Aeropuerto Paris-Orly (ORY),Josep Tarradellas Barcelona–El Prat Airport (BCN),Cancelado,24.6(13:50),14.3(23:50),19.5,39(11:50),24(11:50),0.0,0.0,0.0,0.0,0.0
02/11/2025,11:40,Iberia Airlines - IB5201,Aeropuerto Paris-Orly (ORY),Josep Tarradellas Barcelona–El Prat Airport (BCN),Cancelado,24.6(13:50),14.3(23:50),19.5,39(11:50),24(11:50),0.0,0.0,0.0,0.0,0.0
02/11/2025,11:40,Vueling Airlines - VY8011,Aeropuerto Paris-Orly (ORY),Josep Tarradellas Barcelona–El Prat Airport (BCN),Cancelado,24.6(13:50),14.3(23:50),19.5,39(11:50),24(11:50),0.0,0.0,0.0,0.0,0.0
09/11/2025,08:50,TUI Airways - BY5724,London Luton Airport (LTN),Aeropuerto de Lanzarote (ACE),Retrasado,25.9(12:00),20.4(07:30),23.1,48(00:00),38(11:50),0.00.0,0.0,0.0,0.0,0.0
08/11/2025,06:55,Transavia Airlines - HV6357,Eindhoven Airport (EIN),Aeropuerto de Lanzarote (ACE),Retrasado,26.9(12:50),19.5(05:40),23.2,59(21:40),45(21:40),0.0,0.0,0.0,0.0,0.0
07/11/2025,10:35,easyJet - U25718,Southend Airport (SEN),Aeropuerto de Lanzarote (ACE),Retrasado,26.0(12:20),17.9(05:30),21.9,50(15:40),37(15:20),0.1,0.1,0.0,0.0,0.0
05/11/2025,13:40,Transavia Airlines - HV9061,Aeropuertos de Bruselas (BRU),Aeropuerto de Tenerife Sur (TFS),Cancelado,24.8(01:30),17.5(22:50),21.1,42(06:10),33(06:40),0.0,0.0,0.0,0.0,0.0
06/11/2025,10:20,Vueling Airlines - VY3514,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto de Ibiza (IBZ),Cancelado,20.5(01:00),14.6(07:20),17.6,85(07:20),44(07:20),29.1,0.0,29.1,0.0,0.0
06/11/2025,10:20,Qatar Airways - QR3581,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto de Ibiza (IBZ),Cancelado,20.5(01:00),14.6(07:20),17.6,85(07:20),44(07:20),29.1,0.0,29.1,0.0,0.0
06/11/2025,10:20,Iberia Airlines - IB5486,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto de Ibiza (IBZ),Cancelado,20.5(01:00),14.6(07:20),17.6,85(07:20),44(07:20),29.1,0.0,29.1,0.0,0.0
02/11/2025,18:20,easyJet - U21405,Geneva Cointrin International Airport (GVA),Aeropuerto de Ibiza (IBZ),Retrasado,23.7(14:10),13.4(23:59),18.6,48(11:30),33(11:30),0.0,0.0,0.0,0.0,0.0
05/11/2025,19:20,Iberia Airlines - IB5554,Aeropuerto de Bilbao (BIO),Aeropuerto de Valencia (VLC),Cancelado,21.9(13:20),12.8(06:10),17.3,41(20:20),27(20:20),1.1,0.0,0.0,0.0,1.1
05/11/2025,19:20,Vueling Airlines - VY3968,Aeropuerto de Bilbao (BIO),Aeropuerto de Valencia (VLC),Cancelado,21.9(13:20),12.8(06:10),17.3,41(20:20),27(20:20),1.1,0.0,0.0,0.0,1.1
06/11/2025,19:45,Ryanair  - FR4013,Gothenburg-Landvetter Airport (GOT),Aeropuerto Internacional de Alicante (ALC),Retrasado,21.0(15:20),12.3(21:40),16.7,59(12:00),46(11:50),0.0,0.0,0.0,0.0,0.0
06/11/2025,19:45,Ryanair  - FR4013,Gothenburg-Landvetter Airport (GOT),Aeropuerto Internacional de Alicante (ALC),Retrasado,21.0(15:20),12.3(21:40),16.7,59(12:00),46(11:50),0.0,0.0,0.0,0.0,0.0
06/11/2025,09:00,Vueling Airlines - VY1302,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Internacional de Alicante (ALC),Cancelado,21.0(15:20),12.3(21:40),16.7,59(12:00),46(11:50),0.0,0.0,0.0,0.0,0.0
06/11/2025,09:00,Iberia Airlines - IB5262,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Internacional de Alicante (ALC),Cancelado,21.0(15:20),12.3(21:40),16.7,59(12:00),46(11:50),0.0,0.0,0.0,0.0,0.0
06/11/2025,09:00,Qatar Airways - QR3529,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Internacional de Alicante (ALC),Cancelado,21.0(15:20),12.3(21:40),16.7,59(12:00),46(11:50),0.0,0.0,0.0,0.0,0.0
04/11/2025,11:15,Transavia Airlines - HV6652,Eindhoven Airport (EIN),Aeropuerto Internacional de Alicante (ALC),Retrasado,22.6(13:20),14.0(05:10),18.3,24(14:30),14(14:30),0.0,0.0,0.0,0.0,0.0
08/11/2025,08:40,Ryanair  - FR2051,Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Aeropuerto de Palma De Mallorca (PMI),Retrasado,15.8(14:30),10.0(00:00),12.9,22(15:10),14(17:30),11.9,6.9,1.9,3.0,0.1
08/11/2025,08:40,Malta air - FR2051,Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Aeropuerto de Palma De Mallorca (PMI),Retrasado,15.8(14:30),10.0(00:00),12.9,22(15:10),14(17:30),11.9,6.9,1.9,3.0,0.1
06/11/2025,11:40,Vueling Airlines - VY3908,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto de Palma De Mallorca (PMI),Cancelado,20.7(13:50),12.9(21:30),16.8,93(09:10),46(09:10),11.6,0.0,9.8,0.0,1.8
06/11/2025,11:40,Qatar Airways - QR3510,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto de Palma De Mallorca (PMI),Cancelado,20.7(13:50),12.9(21:30),16.8,93(09:10),46(09:10),11.6,0.0,9.8,0.0,1.8
06/11/2025,11:40,Iberia Airlines - IB5114,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto de Palma De Mallorca (PMI),Cancelado,20.7(13:50),12.9(21:30),16.8,93(09:10),46(09:10),11.6,0.0,9.8,0.0,1.8
05/11/2025,12:05,Swiss International Air Lines - LX2156,Aeropuerto de Zúrich (ZRH),Aeropuerto de Palma De Mallorca (PMI),Retrasado,23.9(13:30),13.4(07:40),18.6,28(13:20),16(16:10),0.7,0.7,0.0,0.0,0.0
05/11/2025,06:15,Eurowings - EW2580,Stuttgart Airport (STR),Aeropuerto de Palma De Mallorca (PMI),Retrasado,23.9(13:30),13.4(07:40),18.6,28(13:20),16(16:10),0.7,0.7,0.0,0.0,0.0
05/11/2025,06:15,Eurowings - EW2580,Stuttgart Airport (STR),Aeropuerto de Palma De Mallorca (PMI),Retrasado,23.9(13:30),13.4(07:40),18.6,28(13:20),16(16:10),0.7,0.7,0.0,0.0,0.0
04/11/2025,10:55,Eurowings - EW6891,Munich International Airport (MUC),Aeropuerto de Palma De Mallorca (PMI),Retrasado,22.2(11:50),8.2(07:00),15.2,22(15:50),15(16:30),0.0,0.0,0.0,0.0,0.0
04/11/2025,10:55,All Nippon Airways - NH5040,Munich International Airport (MUC),Aeropuerto de Palma De Mallorca (PMI),Retrasado,22.2(11:50),8.2(07:00),15.2,22(15:50),15(16:30),0.0,0.0,0.0,0.0,0.0
04/11/2025,10:55,Eurowings (Malta) - EW6891,Munich International Airport (MUC),Aeropuerto de Palma De Mallorca (PMI),Retrasado,22.2(11:50),8.2(07:00),15.2,22(15:50),15(16:30),0.0,0.0,0.0,0.0,0.0
03/11/2025,05:00,TUIfly (TUI fly Deutschland) - X32146,Hannover Airport (HAJ),Aeropuerto de Palma De Mallorca (PMI),Retrasado,21.7(14:30),10.0(06:40),15.9,26(12:40),19(14:40),0.0,0.0,0.0,0.0,0.0
02/11/2025,12:15,Eurowings - EW8592,"Berlin Brandenburg Airport ""Willy Brandt"" (BER)",Aeropuerto de Palma De Mallorca (PMI),Retrasado,24.3(12:20),13.3(23:59),18.8,35(16:00),21(14:40),0.0,0.0,0.0,0.0,0.0
02/11/2025,12:15,Eurowings (Malta) - EW8592,"Berlin Brandenburg Airport ""Willy Brandt"" (BER)",Aeropuerto de Palma De Mallorca (PMI),Retrasado,24.3(12:20),13.3(23:59),18.8,35(16:00),21(14:40),0.0,0.0,0.0,0.0,0.0
02/11/2025,06:10,SAS Scandinavian Airlines - SK1805,Stockholm-Arlanda Airport (ARN),Aeropuerto de Palma De Mallorca (PMI),Cancelado,24.3(12:20),13.3(23:59),18.8,35(16:00),21(14:40),0.0,0.0,0.0,0.0,0.0
07/11/2025,20:10,Ryanair  - FR151,Queen Alia International Airport (AMM),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,16:00,Ryanair  - FR7755,Ibn Batouta Airport (TNG),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,Delta Air Lines - DL9485,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,SAS Scandinavian Airlines - SK6724,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,KLM Royal Dutch Airlines - KL1503,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,Air Europa - UX3768,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,China Eastern Airlines - MU1847,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,Xiamen Airlines - MF9652,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,China Airlines - CI8591,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,Kenya Airways - KQ1705,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,Garuda Indonesia - GA9492,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
07/11/2025,09:40,KLM Royal Dutch Airlines - KL1503,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,12.8(12:10),8.2(06:40),10.5,41(22:30),21(00:10),6.4,0.0,0.9,4.9,0.6
06/11/2025,16:40,Iberia Airlines - IB6443,Helsinki Vantaa Airport (HEL),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,16:40,Japan Airlines - JL6853,Helsinki Vantaa Airport (HEL),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,16:40,Finnair - AY1661,Helsinki Vantaa Airport (HEL),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,16:40,LATAM Airlines Group - LA5324,Helsinki Vantaa Airport (HEL),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,15:05,Etihad Airways - EY4399,Guarulhos - Governador André Franco Montoro International Airport (GRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,15:05,Hainan Airlines - HU8222,Guarulhos - Governador André Franco Montoro International Airport (GRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,15:05,China Eastern Airlines - MU4985,Guarulhos - Governador André Franco Montoro International Airport (GRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,15:05,Air Europa - UX58,Guarulhos - Governador André Franco Montoro International Airport (GRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,14:15,Brussels Airlines - SN3727,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,14:15,Etihad Airways - EY7267,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,14:15,United Airlines - UA9977,Aeropuertos de Bruselas (BRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,14:05,Air Europa - UX58,Guarulhos - Governador André Franco Montoro International Airport (GRU),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,10:35,World2Fly - 2W9001,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,10:35,Cathay Pacific - CX1824,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,10:35,Iberia Airlines - IB408,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,10:35,Vueling Airlines - VY5056,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,10:35,Qatar Airways - QR6855,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,10:35,LATAM Airlines Group - LA1517,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,10:35,American Airlines - AA8725,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,10:35,Royal Air Maroc - AT5328,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,10:35,Avianca - AV6017,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:45,LATAM Airlines Group - LA5436,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:45,Iberia Airlines - IB406,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:45,Avianca - AV6001,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:45,American Airlines - AA8722,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:45,Qatar Airways - QR6850,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:15,Vueling Airlines - VY5030,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:15,LATAM Airlines Group - LA1515,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:15,Japan Airlines - JL7868,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:15,Royal Air Maroc - AT5326,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:15,Avianca - AV6000,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:15,Iberia Airlines - IB404,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:15,Qatar Airways - QR5092,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:15,American Airlines - AA8622,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,09:15,Japan Airlines - JL7868,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,08:50,Japan Airlines - JL7866,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,08:50,American Airlines - AA8763,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,08:50,Qatar Airways - QR8003,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,08:50,Vueling Airlines - VY5025,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,08:50,Iberia Airlines - IB402,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,08:50,Avianca - AV6007,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
06/11/2025,08:50,Japan Airlines - JL7866,Josep Tarradellas Barcelona–El Prat Airport (BCN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,14.8(14:50),8.4(07:00),11.6,54(12:50),28(03:30),0.1,0.0,0.1,0.0,0.0
05/11/2025,21:05,Air Europa - UX34,Punta Cana International Airport (PUJ),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,20:05,Air Europa - UX34,Punta Cana International Airport (PUJ),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,19:55,LATAM Airlines Group - LA1615,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,19:55,Air Baltic - BT5227,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,19:55,Finnair - AY5566,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,19:55,Iberia Airlines - IB734,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,19:55,Vueling Airlines - VY5827,Aeropuerto Ámsterdam Schiphol (AMS),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,19:45,Air Canada - AC3728,Newark Liberty International Airport (EWR),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,19:45,United Airlines - UA51,Newark Liberty International Airport (EWR),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,19:45,Brussels Airlines - SN9027,Newark Liberty International Airport (EWR),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,19:45,Lufthansa - LH7970,Newark Liberty International Airport (EWR),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Cancelado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,15:00,Vueling Airlines - VY5695,Aeropuerto de Melilla (MLN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
05/11/2025,15:00,Iberia Airlines - IB2295,Aeropuerto de Melilla (MLN),Aeropuerto Adolfo Suárez Madrid-Barajas (MAD),Retrasado,17.3(15:40),9.7(07:30),13.5,58(18:40),34(18:40),0.9,0.0,0.0,0.3,0.6
